date,portfolio_value,period_return,cumulative_return,drawdown,turnover,transaction_cost,benchmark_return,excess_return,active_stocks,weight_AMD,weight_AZN,weight_BKNG,weight_COST,weight_CTAS,weight_EXC,weight_GOOG
2021-12-31,2239560.039943215,-0.7757939960094038,-0.7760439960056785,-0.7760439960056785,0.4999999925494194,2499.999962747097,-0.9833920044558389,0.20759800844643506,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-01-31,2692542.0315427775,0.20226383018114946,-0.7307457968457223,-0.7307457968457222,0.0,0.0,0.1426515983683722,0.05961223181277725,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-02-28,4293584.750411879,0.5946212538608853,-0.5706415249588122,-0.570641524958812,0.0,0.0,0.7076249207769121,-0.11300366691602681,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-03-31,-1298401.8628086003,-1.3024050853273703,-1.12984018628086,-1.12984018628086,0.0,0.0,-1.2217450439929962,-0.0806600413343741,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-04-30,-1644950.2932726312,0.2669038303090576,-1.1644950293272631,-1.1644950293272631,0.0,-0.0,-0.046708811074495295,0.31361264138355294,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-05-31,1033331.95832495,-1.628184305964124,-0.896666804167505,-0.896666804167505,0.0,-0.0,-1.1687444980655397,-0.4594398078985842,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-06-30,1914767.4067085956,0.8530031818743596,-0.8085232593291405,-0.8085232593291405,0.0,0.0,0.9753438479134013,-0.1223406660390417,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-07-31,161045.9365633188,-0.9158926896295201,-0.9838954063436681,-0.9838954063436681,0.0,0.0,-0.8525055391447884,-0.06338715048473165,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-08-31,-151990.56881272033,-1.9437715229341528,-1.015199056881272,-1.015199056881272,0.0,0.0,-1.6994577731404983,-0.2443137497936545,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-09-30,-137222.6856062762,-0.09716315506813333,-1.0137222685606275,-1.0137222685606277,0.0,-0.0,0.05547665059566495,-0.15263980566379828,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-10-31,-347748.59197863284,1.5341917077501632,-1.0347748591978634,-1.0347748591978632,0.0,-0.0,1.2875066740172247,0.24668503373293849,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-11-30,-51301.253801029256,-0.8524760272669014,-1.0051301253801028,-1.0051301253801028,0.0,-0.0,-0.8595200564180101,0.007044029151108688,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2022-12-31,-95019.50113714044,0.8521867224857975,-1.0095019501137141,-1.0095019501137141,0.0,-0.0,0.6899875828198023,0.1621991396659952,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2023-01-31,-84232.87264135425,-0.11352015498605894,-1.0084232872641354,-1.0084232872641354,0.0,-0.0,-0.2124199111546789,0.09889975616861996,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2023-02-28,-145505.92250079484,0.7274244358295637,-1.0145505922500795,-1.0145505922500795,0.0,-0.0,0.6136494438563074,0.11377499197325636,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2023-03-31,-143926.42580802532,-0.010855205517568467,-1.0143926425808025,-1.0143926425808025,0.0,-0.0,-0.05132600345781867,0.0404707979402502,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2023-04-30,-226188.30579735397,0.5715550811985892,-1.0226188305797355,-1.0226188305797352,0.0,-0.0,0.46495161737714497,0.10660346382144426,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2023-05-31,-182293.1110511077,-0.19406482838052974,-1.0182293111051108,-1.0182293111051106,0.0,-0.0,-0.046057354126657755,-0.14800747425387198,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2023-06-30,-244592.8972146178,0.3417561190562146,-1.0244592897214617,-1.0244592897214617,0.0,-0.0,0.27274055353232796,0.06901556552388666,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2023-07-31,-236673.77479103097,-0.032376747296297026,-1.0236673774791032,-1.023667377479103,0.0,-0.0,-0.07318050360689603,0.040803756310599,7,0.2111075222492218,0.19675031304359436,0.218563973903656,0.0,0.0,0.19135062396526337,0.18222755193710327
2023-08-31,-132843.32945748992,-0.43849586642902927,-1.013284332945749,-1.013284332945749,0.4222977012395859,-49.973395518973916,-0.45475342231137406,0.016257555882344787,7,0.21843430399894714,0.17524416744709015,0.0,0.2188137322664261,0.18966138362884521,0.197846457362175,0.0
2023-09-30,-112251.21526222791,-0.15501052464852227,-1.0112251215262227,-1.011225121526223,0.0,-0.0,-0.3889606765338353,0.23395015188531304,7,0.21843430399894714,0.17524416744709015,0.0,0.2188137322664261,0.18966138362884521,0.197846457362175,0.0
2023-10-31,-164103.97753714654,0.4619349746351198,-1.0164103977537147,-1.0164103977537147,0.0,-0.0,0.5523616283067635,-0.09042665367164371,7,0.21843430399894714,0.17524416744709015,0.0,0.2188137322664261,0.18966138362884521,0.197846457362175,0.0
2023-11-30,-300631.05172052723,0.8319546925818813,-1.0300631051720528,-1.0300631051720528,0.0,-0.0,0.8083868665354592,0.023567826046422047,7,0.21843430399894714,0.17524416744709015,0.0,0.2188137322664261,0.18966138362884521,0.197846457362175,0.0
